Transition Profile during evaluationwithout reward shaping:
Q-table shape: (10, 5, 6, 7, 3)
State choice: ['storage_level', 'price', 'hour', 'Day_of_Week']
State: [90.    5.98 17.   99.  ], Action: 0, Reward: -0.0, Next state: [90.   9.1 18.  99. ]
State: [90.   9.1 18.  99. ], Action: 2, Reward: -91.0, Next state: [100.    22.91  19.    99.  ]
State: [100.    22.91  19.    99.  ], Action: 2, Reward: -229.1, Next state: [110.    25.93  20.    99.  ]
State: [110.    25.93  20.    99.  ], Action: 2, Reward: -259.3, Next state: [120.    28.96  21.    99.  ]
State: [120.    28.96  21.    99.  ], Action: 0, Reward: -0.0, Next state: [120.    28.96  22.    99.  ]
State: [120.    28.96  22.    99.  ], Action: 2, Reward: -289.6, Next state: [130.    30.95  23.    99.  ]
State: [130.    30.95  23.    99.  ], Action: 2, Reward: -309.5, Next state: [140.   29.9  24.   99. ]
State: [140.   29.9  24.   99. ], Action: 2, Reward: -299.0, Next state: [ 30.    22.08   1.   100.  ]
State: [ 30.    22.08   1.   100.  ], Action: 2, Reward: -220.79999999999998, Next state: [ 40.    19.09   2.   100.  ]
State: [ 40.    19.09   2.   100.  ], Action: 2, Reward: -190.9, Next state: [ 50.    17.03   3.   100.  ]
State: [ 50.    17.03   3.   100.  ], Action: 2, Reward: -170.3, Next state: [ 60.    10.05   4.   100.  ]
State: [ 60.    10.05   4.   100.  ], Action: 0, Reward: -0.0, Next state: [ 60.  19.   5. 100.]
State: [ 60.  19.   5. 100.], Action: 0, Reward: -0.0, Next state: [ 60.   23.5   6.  100. ]
State: [ 60.   23.5   6.  100. ], Action: 2, Reward: -235.0, Next state: [ 70.    27.98   7.   100.  ]
State: [ 70.    27.98   7.   100.  ], Action: 2, Reward: -279.8, Next state: [ 80.    36.91   8.   100.  ]
State: [ 80.    36.91   8.   100.  ], Action: 2, Reward: -369.09999999999997, Next state: [ 90.    37.99   9.   100.  ]
State: [ 90.    37.99   9.   100.  ], Action: 0, Reward: -0.0, Next state: [ 90.    39.98  10.   100.  ]
State: [ 90.    39.98  10.   100.  ], Action: 0, Reward: -0.0, Next state: [ 90.    39.95  11.   100.  ]
State: [ 90.    39.95  11.   100.  ], Action: 0, Reward: -0.0, Next state: [ 90.    39.98  12.   100.  ]
State: [ 90.    39.98  12.   100.  ], Action: 0, Reward: -0.0, Next state: [ 90.    39.91  13.   100.  ]
State: [ 90.    39.91  13.   100.  ], Action: 0, Reward: -0.0, Next state: [ 90.    37.57  14.   100.  ]
State: [ 90.    37.57  14.   100.  ], Action: 0, Reward: -0.0, Next state: [ 90.    36.91  15.   100.  ]
State: [ 90.    36.91  15.   100.  ], Action: 0, Reward: -0.0, Next state: [ 90.    34.99  16.   100.  ]
State: [ 90.    34.99  16.   100.  ], Action: 0, Reward: -0.0, Next state: [ 90.    32.99  17.   100.  ]
State: [ 90.    32.99  17.   100.  ], Action: 0, Reward: -0.0, Next state: [ 90.    32.97  18.   100.  ]
State: [ 90.    32.97  18.   100.  ], Action: 1, Reward: -329.7, Next state: [100.    33.94  19.   100.  ]
State: [100.    33.94  19.   100.  ], Action: 1, Reward: -339.4, Next state: [110.    33.93  20.   100.  ]
State: [110.    33.93  20.   100.  ], Action: 1, Reward: -339.3, Next state: [120.    37.81  21.   100.  ]
State: [120.    37.81  21.   100.  ], Action: 0, Reward: -0.0, Next state: [120.    35.97  22.   100.  ]
State: [120.    35.97  22.   100.  ], Action: 1, Reward: -359.7, Next state: [130.    34.92  23.   100.  ]
State: [130.    34.92  23.   100.  ], Action: 1, Reward: -349.20000000000005, Next state: [140.  32.  24. 100.]
State: [140.  32.  24. 100.], Action: 1, Reward: -320.0, Next state: [ 30.    27.54   1.   101.  ]
State: [ 30.    27.54   1.   101.  ], Action: 2, Reward: -275.4, Next state: [ 40.    25.04   2.   101.  ]
State: [ 40.    25.04   2.   101.  ], Action: 2, Reward: -250.39999999999998, Next state: [ 50.  24.   3. 101.]
State: [ 50.  24.   3. 101.], Action: 2, Reward: -240.0, Next state: [ 60.    22.06   4.   101.  ]
State: [ 60.    22.06   4.   101.  ], Action: 0, Reward: -0.0, Next state: [ 60.    14.07   5.   101.  ]
State: [ 60.    14.07   5.   101.  ], Action: 0, Reward: -0.0, Next state: [ 60.    25.09   6.   101.  ]
State: [ 60.    25.09   6.   101.  ], Action: 2, Reward: -250.9, Next state: [ 70.    30.09   7.   101.  ]
State: [ 70.    30.09   7.   101.  ], Action: 2, Reward: -300.9, Next state: [ 80.   38.6   8.  101. ]
State: [ 80.   38.6   8.  101. ], Action: 2, Reward: -386.0, Next state: [ 90.    45.03   9.   101.  ]
State: [ 90.    45.03   9.   101.  ], Action: 0, Reward: -0.0, Next state: [ 90.    46.67  10.   101.  ]
State: [ 90.    46.67  10.   101.  ], Action: 0, Reward: -0.0, Next state: [ 90.    44.84  11.   101.  ]
State: [ 90.    44.84  11.   101.  ], Action: 0, Reward: -0.0, Next state: [ 90.    42.94  12.   101.  ]
State: [ 90.    42.94  12.   101.  ], Action: 0, Reward: -0.0, Next state: [ 90.    40.94  13.   101.  ]
State: [ 90.    40.94  13.   101.  ], Action: 0, Reward: -0.0, Next state: [ 90.    38.91  14.   101.  ]
State: [ 90.    38.91  14.   101.  ], Action: 2, Reward: -389.09999999999997, Next state: [100.    36.98  15.   101.  ]
State: [100.    36.98  15.   101.  ], Action: 2, Reward: -369.79999999999995, Next state: [110.    35.01  16.   101.  ]
State: [110.    35.01  16.   101.  ], Action: 2, Reward: -350.09999999999997, Next state: [120.    33.93  17.   101.  ]
State: [120.    33.93  17.   101.  ], Action: 0, Reward: -0.0, Next state: [120.  30.  18. 101.]
State: [120.  30.  18. 101.], Action: 0, Reward: -0.0, Next state: [120.  33.  19. 101.]
State: [120.  33.  19. 101.], Action: 0, Reward: -0.0, Next state: [120.  33.  20. 101.]
State: [120.  33.  20. 101.], Action: 0, Reward: -0.0, Next state: [120.    34.97  21.   101.  ]
State: [120.    34.97  21.   101.  ], Action: 0, Reward: -0.0, Next state: [120.    33.43  22.   101.  ]
State: [120.    33.43  22.   101.  ], Action: 2, Reward: -334.3, Next state: [130.    32.95  23.   101.  ]
State: [130.    32.95  23.   101.  ], Action: 2, Reward: -329.5, Next state: [140.    29.05  24.   101.  ]
State: [140.    29.05  24.   101.  ], Action: 2, Reward: -290.5, Next state: [ 30.   27.2   1.  102. ]
State: [ 30.   27.2   1.  102. ], Action: 2, Reward: -272.0, Next state: [ 40.  26.   2. 102.]
State: [ 40.  26.   2. 102.], Action: 2, Reward: -260.0, Next state: [ 50.    25.05   3.   102.  ]
State: [ 50.    25.05   3.   102.  ], Action: 2, Reward: -250.5, Next state: [ 60.    22.06   4.   102.  ]
State: [ 60.    22.06   4.   102.  ], Action: 0, Reward: -0.0, Next state: [ 60.    23.18   5.   102.  ]
State: [ 60.    23.18   5.   102.  ], Action: 0, Reward: -0.0, Next state: [ 60.    25.51   6.   102.  ]
State: [ 60.    25.51   6.   102.  ], Action: 0, Reward: -0.0, Next state: [ 60.    28.94   7.   102.  ]
State: [ 60.    28.94   7.   102.  ], Action: 0, Reward: -0.0, Next state: [ 60.    39.39   8.   102.  ]
State: [ 60.    39.39   8.   102.  ], Action: 0, Reward: -0.0, Next state: [ 60.    48.05   9.   102.  ]
State: [ 60.    48.05   9.   102.  ], Action: 0, Reward: -0.0, Next state: [ 60.    48.16  10.   102.  ]
State: [ 60.    48.16  10.   102.  ], Action: 0, Reward: -0.0, Next state: [ 60.    48.26  11.   102.  ]
State: [ 60.    48.26  11.   102.  ], Action: 0, Reward: -0.0, Next state: [ 60.    47.96  12.   102.  ]
State: [ 60.    47.96  12.   102.  ], Action: 0, Reward: -0.0, Next state: [ 60.    46.67  13.   102.  ]
State: [ 60.    46.67  13.   102.  ], Action: 0, Reward: -0.0, Next state: [ 60.  46.  14. 102.]
State: [ 60.  46.  14. 102.], Action: 1, Reward: -460.0, Next state: [ 70.  45.  15. 102.]
State: [ 70.  45.  15. 102.], Action: 1, Reward: -450.0, Next state: [ 80.    42.91  16.   102.  ]
State: [ 80.    42.91  16.   102.  ], Action: 1, Reward: -429.09999999999997, Next state: [ 90.    36.95  17.   102.  ]
State: [ 90.    36.95  17.   102.  ], Action: 1, Reward: -369.5, Next state: [100.   33.1  18.  102. ]
State: [100.   33.1  18.  102. ], Action: 1, Reward: -331.0, Next state: [110.    33.94  19.   102.  ]
State: [110.    33.94  19.   102.  ], Action: 1, Reward: -339.4, Next state: [120.    31.93  20.   102.  ]
State: [120.    31.93  20.   102.  ], Action: 0, Reward: -0.0, Next state: [120.    34.95  21.   102.  ]
State: [120.    34.95  21.   102.  ], Action: 0, Reward: -0.0, Next state: [120.    35.94  22.   102.  ]
State: [120.    35.94  22.   102.  ], Action: 2, Reward: -359.4, Next state: [130.    33.05  23.   102.  ]
State: [130.    33.05  23.   102.  ], Action: 2, Reward: -330.5, Next state: [140.   28.9  24.  102. ]
State: [140.   28.9  24.  102. ], Action: 2, Reward: -289.0, Next state: [ 30.    28.02   1.   103.  ]
State: [ 30.    28.02   1.   103.  ], Action: 1, Reward: -280.2, Next state: [ 40.    24.87   2.   103.  ]
State: [ 40.    24.87   2.   103.  ], Action: 1, Reward: -248.70000000000002, Next state: [ 50.  22.   3. 103.]
State: [ 50.  22.   3. 103.], Action: 1, Reward: -220.0, Next state: [ 60.   21.1   4.  103. ]
State: [ 60.   21.1   4.  103. ], Action: 0, Reward: -0.0, Next state: [ 60.    13.99   5.   103.  ]
State: [ 60.    13.99   5.   103.  ], Action: 0, Reward: -0.0, Next state: [ 60.    24.92   6.   103.  ]
State: [ 60.    24.92   6.   103.  ], Action: 0, Reward: -0.0, Next state: [ 60.    29.02   7.   103.  ]
State: [ 60.    29.02   7.   103.  ], Action: 0, Reward: -0.0, Next state: [ 60.    36.96   8.   103.  ]
State: [ 60.    36.96   8.   103.  ], Action: 0, Reward: -0.0, Next state: [ 60.    40.96   9.   103.  ]
State: [ 60.    40.96   9.   103.  ], Action: 0, Reward: -0.0, Next state: [ 60.    43.94  10.   103.  ]
State: [ 60.    43.94  10.   103.  ], Action: 1, Reward: -439.4, Next state: [ 70.    48.92  11.   103.  ]
State: [ 70.    48.92  11.   103.  ], Action: 1, Reward: -489.20000000000005, Next state: [ 80.    48.25  12.   103.  ]
State: [ 80.    48.25  12.   103.  ], Action: 1, Reward: -482.5, Next state: [ 90.    48.72  13.   103.  ]
State: [ 90.    48.72  13.   103.  ], Action: 0, Reward: -0.0, Next state: [ 90.    41.97  14.   103.  ]
State: [ 90.    41.97  14.   103.  ], Action: 0, Reward: -0.0, Next state: [ 90.    39.97  15.   103.  ]
State: [ 90.    39.97  15.   103.  ], Action: 0, Reward: -0.0, Next state: [ 90.    36.95  16.   103.  ]
State: [ 90.    36.95  16.   103.  ], Action: 0, Reward: -0.0, Next state: [ 90.    34.33  17.   103.  ]
State: [ 90.    34.33  17.   103.  ], Action: 0, Reward: -0.0, Next state: [ 90.    31.99  18.   103.  ]
State: [ 90.    31.99  18.   103.  ], Action: 2, Reward: -319.9, Next state: [100.    32.96  19.   103.  ]
State: [100.    32.96  19.   103.  ], Action: 2, Reward: -329.6, Next state: [110.    32.25  20.   103.  ]
State: [110.    32.25  20.   103.  ], Action: 2, Reward: -322.5, Next state: [120.    32.95  21.   103.  ]
State: [120.    32.95  21.   103.  ], Action: 0, Reward: -0.0, Next state: [120.    30.99  22.   103.  ]
State: [120.    30.99  22.   103.  ], Action: 0, Reward: -0.0, Next state: [120.    30.04  23.   103.  ]
State: [120.    30.04  23.   103.  ], Action: 0, Reward: -0.0, Next state: [120.    29.03  24.   103.  ]
State: [120.    29.03  24.   103.  ], Action: 0, Reward: -0.0, Next state: [  0.    28.97   1.   104.  ]
State: [  0.    28.97   1.   104.  ], Action: 0, Reward: -0.0, Next state: [  0.  21.   2. 104.]
State: [  0.  21.   2. 104.], Action: 0, Reward: -0.0, Next state: [  0.    19.16   3.   104.  ]
State: [  0.    19.16   3.   104.  ], Action: 0, Reward: -0.0, Next state: [  0.  19.   4. 104.]
State: [  0.  19.   4. 104.], Action: 0, Reward: -0.0, Next state: [  0.    14.99   5.   104.  ]
State: [  0.    14.99   5.   104.  ], Action: 0, Reward: -0.0, Next state: [  0.  19.   6. 104.]
State: [  0.  19.   6. 104.], Action: 1, Reward: -190.0, Next state: [ 10.    19.38   7.   104.  ]
State: [ 10.    19.38   7.   104.  ], Action: 1, Reward: -193.79999999999998, Next state: [ 20.  21.   8. 104.]
State: [ 20.  21.   8. 104.], Action: 1, Reward: -210.0, Next state: [ 30.  28.   9. 104.]
State: [ 30.  28.   9. 104.], Action: 1, Reward: -280.0, Next state: [ 40.    30.98  10.   104.  ]
State: [ 40.    30.98  10.   104.  ], Action: 2, Reward: -309.8, Next state: [ 50.    32.53  11.   104.  ]
State: [ 50.    32.53  11.   104.  ], Action: 2, Reward: -325.3, Next state: [ 60.    32.99  12.   104.  ]
State: [ 60.    32.99  12.   104.  ], Action: 1, Reward: -329.90000000000003, Next state: [ 70.    35.95  13.   104.  ]
State: [ 70.    35.95  13.   104.  ], Action: 1, Reward: -359.5, Next state: [ 80.    31.36  14.   104.  ]
State: [ 80.    31.36  14.   104.  ], Action: 1, Reward: -313.6, Next state: [ 90.    28.26  15.   104.  ]
State: [ 90.    28.26  15.   104.  ], Action: 1, Reward: -282.6, Next state: [100.  25.  16. 104.]
State: [100.  25.  16. 104.], Action: 1, Reward: -250.0, Next state: [110.    24.38  17.   104.  ]
State: [110.    24.38  17.   104.  ], Action: 1, Reward: -243.79999999999998, Next state: [120.  25.  18. 104.]
State: [120.  25.  18. 104.], Action: 0, Reward: -0.0, Next state: [120.    27.45  19.   104.  ]
State: [120.    27.45  19.   104.  ], Action: 0, Reward: -0.0, Next state: [120.    27.79  20.   104.  ]
State: [120.    27.79  20.   104.  ], Action: 0, Reward: -0.0, Next state: [120.    29.91  21.   104.  ]
State: [120.    29.91  21.   104.  ], Action: 0, Reward: -0.0, Next state: [120.   28.5  22.  104. ]
State: [120.   28.5  22.  104. ], Action: 2, Reward: -285.0, Next state: [130.  28.  23. 104.]
State: [130.  28.  23. 104.], Action: 2, Reward: -280.0, Next state: [140.   22.5  24.  104. ]
State: [140.   22.5  24.  104. ], Action: 2, Reward: -225.0, Next state: [ 30.    22.91   1.   105.  ]
State: [ 30.    22.91   1.   105.  ], Action: 0, Reward: -0.0, Next state: [ 30.   17.1   2.  105. ]
State: [ 30.   17.1   2.  105. ], Action: 0, Reward: -0.0, Next state: [ 30.    6.2   3.  105. ]
State: [ 30.    6.2   3.  105. ], Action: 0, Reward: -0.0, Next state: [ 30.     1.09   4.   105.  ]
State: [ 30.     1.09   4.   105.  ], Action: 0, Reward: -0.0, Next state: [ 30.    1.8   5.  105. ]
State: [ 30.    1.8   5.  105. ], Action: 0, Reward: -0.0, Next state: [ 30.     7.23   6.   105.  ]
State: [ 30.     7.23   6.   105.  ], Action: 0, Reward: -0.0, Next state: [ 30.     6.44   7.   105.  ]
State: [ 30.     6.44   7.   105.  ], Action: 0, Reward: -0.0, Next state: [ 30.    4.9   8.  105. ]
State: [ 30.    4.9   8.  105. ], Action: 0, Reward: -0.0, Next state: [ 30.    16.92   9.   105.  ]
State: [ 30.    16.92   9.   105.  ], Action: 0, Reward: -0.0, Next state: [ 30.   21.9  10.  105. ]
State: [ 30.   21.9  10.  105. ], Action: 2, Reward: -219.0, Next state: [ 40.    22.95  11.   105.  ]
State: [ 40.    22.95  11.   105.  ], Action: 2, Reward: -229.5, Next state: [ 50.    24.96  12.   105.  ]
State: [ 50.    24.96  12.   105.  ], Action: 2, Reward: -249.60000000000002, Next state: [ 60.    26.59  13.   105.  ]
State: [ 60.    26.59  13.   105.  ], Action: 1, Reward: -265.9, Next state: [ 70.    22.92  14.   105.  ]
State: [ 70.    22.92  14.   105.  ], Action: 2, Reward: -229.20000000000002, Next state: [ 80.    21.92  15.   105.  ]
State: [ 80.    21.92  15.   105.  ], Action: 2, Reward: -219.20000000000002, Next state: [ 90.    18.94  16.   105.  ]
State: [ 90.    18.94  16.   105.  ], Action: 0, Reward: -0.0, Next state: [ 90.    16.92  17.   105.  ]
State: [ 90.    16.92  17.   105.  ], Action: 0, Reward: -0.0, Next state: [ 90.    17.96  18.   105.  ]
State: [ 90.    17.96  18.   105.  ], Action: 2, Reward: -179.60000000000002, Next state: [100.    21.95  19.   105.  ]
State: [100.    21.95  19.   105.  ], Action: 2, Reward: -219.5, Next state: [110.    23.97  20.   105.  ]
State: [110.    23.97  20.   105.  ], Action: 2, Reward: -239.7, Next state: [120.    26.96  21.   105.  ]
State: [120.    26.96  21.   105.  ], Action: 2, Reward: -269.6, Next state: [130.    27.91  22.   105.  ]
State: [130.    27.91  22.   105.  ], Action: 1, Reward: -279.1, Next state: [140.    28.95  23.   105.  ]
State: [140.    28.95  23.   105.  ], Action: 1, Reward: -289.5, Next state: [150.    23.69  24.   105.  ]
State: [150.    23.69  24.   105.  ], Action: 0, Reward: -0.0, Next state: [ 30.    21.64   1.   106.  ]
State: [ 30.    21.64   1.   106.  ], Action: 1, Reward: -216.4, Next state: [ 40.    18.25   2.   106.  ]
State: [ 40.    18.25   2.   106.  ], Action: 1, Reward: -182.5, Next state: [ 50.    19.09   3.   106.  ]
State: [ 50.    19.09   3.   106.  ], Action: 1, Reward: -190.9, Next state: [ 60.    18.04   4.   106.  ]
State: [ 60.    18.04   4.   106.  ], Action: 0, Reward: -0.0, Next state: [ 60.     9.19   5.   106.  ]
State: [ 60.     9.19   5.   106.  ], Action: 0, Reward: -0.0, Next state: [ 60.    24.55   6.   106.  ]
State: [ 60.    24.55   6.   106.  ], Action: 1, Reward: -245.5, Next state: [ 70.    28.02   7.   106.  ]
State: [ 70.    28.02   7.   106.  ], Action: 1, Reward: -280.2, Next state: [ 80.    37.99   8.   106.  ]
State: [ 80.    37.99   8.   106.  ], Action: 1, Reward: -379.90000000000003, Next state: [ 90.    38.13   9.   106.  ]
State: [ 90.    38.13   9.   106.  ], Action: 0, Reward: -0.0, Next state: [ 90.    39.08  10.   106.  ]
State: [ 90.    39.08  10.   106.  ], Action: 0, Reward: -0.0, Next state: [ 90.    41.08  11.   106.  ]
State: [ 90.    41.08  11.   106.  ], Action: 0, Reward: -0.0, Next state: [ 90.    42.08  12.   106.  ]
State: [ 90.    42.08  12.   106.  ], Action: 0, Reward: -0.0, Next state: [ 90.    45.09  13.   106.  ]
State: [ 90.    45.09  13.   106.  ], Action: 0, Reward: -0.0, Next state: [ 90.  41.  14. 106.]
State: [ 90.  41.  14. 106.], Action: 0, Reward: -0.0, Next state: [ 90.    39.96  15.   106.  ]
State: [ 90.    39.96  15.   106.  ], Action: 0, Reward: -0.0, Next state: [ 90.    39.09  16.   106.  ]
State: [ 90.    39.09  16.   106.  ], Action: 0, Reward: -0.0, Next state: [ 90.    37.01  17.   106.  ]
State: [ 90.    37.01  17.   106.  ], Action: 0, Reward: -0.0, Next state: [ 90.    33.04  18.   106.  ]
State: [ 90.    33.04  18.   106.  ], Action: 2, Reward: -330.4, Next state: [100.    33.55  19.   106.  ]
State: [100.    33.55  19.   106.  ], Action: 2, Reward: -335.5, Next state: [110.    33.03  20.   106.  ]
State: [110.    33.03  20.   106.  ], Action: 2, Reward: -330.3, Next state: [120.  39.  21. 106.]
State: [120.  39.  21. 106.], Action: 0, Reward: -0.0, Next state: [120.  38.  22. 106.]
State: [120.  38.  22. 106.], Action: 2, Reward: -380.0, Next state: [130.    35.02  23.   106.  ]
State: [130.    35.02  23.   106.  ], Action: 2, Reward: -350.20000000000005, Next state: [140.    29.04  24.   106.  ]
State: [140.    29.04  24.   106.  ], Action: 2, Reward: -290.4, Next state: [ 30.   23.1   1.  107. ]
State: [ 30.   23.1   1.  107. ], Action: 2, Reward: -231.0, Next state: [ 40.    21.08   2.   107.  ]
State: [ 40.    21.08   2.   107.  ], Action: 2, Reward: -210.79999999999998, Next state: [ 50.  20.   3. 107.]
State: [ 50.  20.   3. 107.], Action: 2, Reward: -200.0, Next state: [ 60.    19.04   4.   107.  ]
State: [ 60.    19.04   4.   107.  ], Action: 0, Reward: -0.0, Next state: [ 60.     8.17   5.   107.  ]
State: [ 60.     8.17   5.   107.  ], Action: 0, Reward: -0.0, Next state: [ 60.    22.06   6.   107.  ]
State: [ 60.    22.06   6.   107.  ], Action: 2, Reward: -220.6, Next state: [ 70.   25.3   7.  107. ]
State: [ 70.   25.3   7.  107. ], Action: 2, Reward: -253.0, Next state: [ 80.    32.98   8.   107.  ]
State: [ 80.    32.98   8.   107.  ], Action: 2, Reward: -329.79999999999995, Next state: [ 90.    39.91   9.   107.  ]
